0	9546	8274	9546	13638	-3240	8274	-3240	14910
10866	0	10866	-648	10890	-648	-1920	10842	-1920
8274	9546	0	-3240	13638	9546	14910	-3240	8274
10866	-648	-1920	0	10890	10842	10866	-648	-1920
12318	8250	12318	8250	0	8250	12318	8250	12318
-1920	-648	10866	10842	10890	0	-1920	-648	10866
8274	-3240	14910	9546	13638	-3240	0	9546	8274
-1920	10842	-1920	-648	10890	-648	10866	0	10866
14910	-3240	8274	-3240	13638	9546	8274	9546	0
